NAME,LINK,SUBMISSIONS,ACCURACY
"
Playing with Numbers
",https://www.codechef.com//problems/SJ1,717,49.67
"
Let us construct palindrome
",https://www.codechef.com//problems/PRPALN,716,23.63
"
Cherry and Bits
",https://www.codechef.com//problems/CENS20A,713,34.78
"
A Prime Conjecture
",https://www.codechef.com//problems/PRIMES2,712,27.55
"
Space Arrays
",https://www.codechef.com//problems/SPACEARR,709,31.62
"
Almost Sorted Permutation
",https://www.codechef.com//problems/ASP,708,25.36
"
Better Maximal Sum
",https://www.codechef.com//problems/MMSUM,708,25.8
"
Positive AND
",https://www.codechef.com//problems/POSAND,705,34.14
"
Chef and Walking on the rectangle 
",https://www.codechef.com//problems/CHRECT,703,42.99
"
Equality
",https://www.codechef.com//problems/ISBIAS,701,34.41
"
XOR N-bonacci Sequence
",https://www.codechef.com//problems/NBONACCI,699,59.01
"
Sheokand and Number
",https://www.codechef.com//problems/SHKNUM,698,24.17
"
Ada Bishop 2
",https://www.codechef.com//problems/ADASHOP2,691,39.2
"
Horoscope Matrix
",https://www.codechef.com//problems/HRSCPMTR,690,32.39
"
Safe Robot
",https://www.codechef.com//problems/ROBOTG,685,41.21
"
Sereja and Array and Subtracting
",https://www.codechef.com//problems/SEAARASU,684,40.11
"
Chef and Destruction
",https://www.codechef.com//problems/DESTROY,681,25.07
"
Chef and Semi-Primes
",https://www.codechef.com//problems/CHEFPRMS,680,54.39
"
Chefina and Swap
",https://www.codechef.com//problems/CHFNSWAP,680,25.43
"
Max Mex
",https://www.codechef.com//problems/MEX,678,39.88
"
Pumping Water
",https://www.codechef.com//problems/PUMPWAT,678,32.89
"
Poker
",https://www.codechef.com//problems/POKER,677,32.45
"
Statistics Construction
",https://www.codechef.com//problems/LIKECS02,676,57.27
"
Chef and Problem Setting
",https://www.codechef.com//problems/PROBSET,675,48.28
"
Box Game
",https://www.codechef.com//problems/BOXGAM97,675,28.25
"
Polo the Penguin and the Numbers
",https://www.codechef.com//problems/PPNUM,668,23.74
"
Johnny and the Beanstalk
",https://www.codechef.com//problems/A2,667,33.41
"
Way Out
",https://www.codechef.com//problems/WOUT,664,22.36
"
Array Modification
",https://www.codechef.com//problems/MARM,660,20.43
"
Alok-nath and His Sanskars
",https://www.codechef.com//problems/SANSKAR,659,12.85
"
Fencing
",https://www.codechef.com//problems/FENCE,658,30.91
"
Chef and a Beautiful Digit
",https://www.codechef.com//problems/CHDIGER,657,26.92
"
Chef and Subtree MEXs
",https://www.codechef.com//problems/SUBMEXS,655,40.7
"
A temple of Snakes
",https://www.codechef.com//problems/SNTEMPLE,653,37.43
"
SnackUp
",https://www.codechef.com//problems/SNACKUP,650,59.58
"
Restore Sequence
",https://www.codechef.com//problems/RESTORE,650,37.83
"
Ada Matrix
",https://www.codechef.com//problems/ADAMAT,649,42
"
Chef and Line
",https://www.codechef.com//problems/CARRAY,648,34.62
"
Bear and AB
",https://www.codechef.com//problems/ABREPEAT,647,44.3
"
Chef and Tuples
",https://www.codechef.com//problems/CTHREE,647,47.74
"
Valid String
",https://www.codechef.com//problems/VSTRING,646,25.25
"
Distances
",https://www.codechef.com//problems/DIS,645,23.84
"
Tree difference
",https://www.codechef.com//problems/TREDIFF,645,17.81
"
Rich Substrings
",https://www.codechef.com//problems/RICHSTR,644,19.32
"
Chef and Digits
",https://www.codechef.com//problems/ADIGIT,642,20.27
"
Bulbs and Wires
",https://www.codechef.com//problems/BULBS,641,17.61
"
Chef team
",https://www.codechef.com//problems/CHEFTEAM,637,14.79
"
Grid Tour
",https://www.codechef.com//problems/GRIDTOUR,635,39.26
"
Snakes and transition from Capitalism to Socialism
",https://www.codechef.com//problems/SNSOCIAL,633,47.55
"
OR Matrix
",https://www.codechef.com//problems/ORMATRIX,632,34.73
"
Tree Distances
",https://www.codechef.com//problems/TDISTS,626,33.69
"
Distribute idlis Equally
",https://www.codechef.com//problems/EQIDLIS,624,28.8
"
Coloring the Grid
",https://www.codechef.com//problems/CLORGIRD,624,31.77
"
Set Difference 
",https://www.codechef.com//problems/SETDIFF,623,27.16
"
Snake Eating
",https://www.codechef.com//problems/SNAKEEAT,621,16.86
"
Dividing Machine
",https://www.codechef.com//problems/DIVMAC,619,20.21
"
Climbing Stairs
",https://www.codechef.com//problems/CLMBSTRS,617,34.98
"
Guddu and his Mother
",https://www.codechef.com//problems/KS1,616,23.7
"
Binary Nim
",https://www.codechef.com//problems/BINIM,607,42.4
"
Path-etic Products
",https://www.codechef.com//problems/PATHETIC,606,30.96
"
Age Calculator
",https://www.codechef.com//problems/AGECAL,603,26.58
"
Good Grid
",https://www.codechef.com//problems/GOODGRID,602,33.37
"
Hail XOR
",https://www.codechef.com//problems/HXOR,598,16.24
"
Hiring Workers
",https://www.codechef.com//problems/HIRINGWO,597,20.48
"
Modular Equation
",https://www.codechef.com//problems/MODEQ,596,29.08
"
Minions and Voting
",https://www.codechef.com//problems/MINVOTE,593,32.61
"
C - Chef and Maths
",https://www.codechef.com//problems/MATHL,593,21.09
"
Good Permutations
",https://www.codechef.com//problems/GOODPERM,591,46.29
"
Checkpoints
",https://www.codechef.com//problems/CHKPTS,591,30.42
"
emitL
",https://www.codechef.com//problems/EMITL,589,31.73
"
Chef and Ballons
",https://www.codechef.com//problems/CHBLLNS,586,38.6
"
DevuLand, Dinosaurs and Laddus
",https://www.codechef.com//problems/PRLADDU,584,37.62
"
Frog Sort
",https://www.codechef.com//problems/FROGS,584,53.35
"
Makx Sum
",https://www.codechef.com//problems/KSUBSUM,581,19.31
"
Chef and Easy Problem
",https://www.codechef.com//problems/XXOR,581,45.76
"
Array Swaps
",https://www.codechef.com//problems/UWCOI21B,578,45.56
"
Misinterpretation
",https://www.codechef.com//problems/MISINTER,577,45.91
"
Appy and Balloons 
",https://www.codechef.com//problems/HMAPPY,574,33.17
"
Parity Again
",https://www.codechef.com//problems/PRTAGN,574,23.58
"
Home Delivery
",https://www.codechef.com//problems/HDELIVER,573,28.12
"
Matrix Again
",https://www.codechef.com//problems/RRMTRX2,573,32.2
"
My Fair Coins
",https://www.codechef.com//problems/CSUMD,571,30.73
"
Chef and Magical Jars
",https://www.codechef.com//problems/MAGICJAR,570,47.02
"
Minimum and Maximum
",https://www.codechef.com//problems/MMAX,570,31.68
"
No Change Required
",https://www.codechef.com//problems/NOCHANGE,569,31.69
"
Max and Electrical Panel
",https://www.codechef.com//problems/MAXEP,568,15.95
"
Chef and Three Dogs
",https://www.codechef.com//problems/CHDOGS,560,48.66
"
Chef and Segments
",https://www.codechef.com//problems/CHMOD,559,13.88
"
Total Diamonds
",https://www.codechef.com//problems/VK18,557,19.54
"
Binary Nim 2
",https://www.codechef.com//problems/BINIM2,557,35.78
"
Sum and GCD
",https://www.codechef.com//problems/SUMAGCD,557,23.43
"
All Substrings
",https://www.codechef.com//problems/ALLSUB,556,21.73
"
Lucy and the Number Game
",https://www.codechef.com//problems/NUMBERS,553,27.54
"
Chef and Rotation
",https://www.codechef.com//problems/RECNDROT,552,34.04
"
Rectangle
",https://www.codechef.com//problems/ISREC,551,39.55
"
Permutation Shuffle
",https://www.codechef.com//problems/PERMSUFF,550,24.33
"
Tic Tac Toe
",https://www.codechef.com//problems/TICTACTO,549,22.57
"
The Leaking Robot
",https://www.codechef.com//problems/CRAWA,548,30.09
"
Chefs and Voting for best friend
",https://www.codechef.com//problems/CHEFVOTE,546,19.96
"
Xenny and Coin Rankings
",https://www.codechef.com//problems/XENRANK,545,43.76
"
Kill them with your success
",https://www.codechef.com//problems/PROC18B,545,43.52
"
Button Pairs
",https://www.codechef.com//problems/UWCOI20B,544,45.59
"
maximize the sum
",https://www.codechef.com//problems/MAXISUM,542,31.64
"
Matches
",https://www.codechef.com//problems/MATCHS,542,24.06
"
Prefix Inversions
",https://www.codechef.com//problems/PREFINVS,538,47.7
"
Chef and Counting Test
",https://www.codechef.com//problems/CK87GSUB,537,28.2
"
How to Minimize a String
",https://www.codechef.com//problems/DIVGOLD,535,20.28
"
Event Organizer
",https://www.codechef.com//problems/MAXCOMP,533,38.22
"
Chef and Queries
",https://www.codechef.com//problems/CHEFQUE,532,45.24
"
Replace for X
",https://www.codechef.com//problems/REPLESX,532,22.03
"
Median of adjacent maximum numbers
",https://www.codechef.com//problems/MXMEDIAN,529,55.96
"
Ratings and Rankings
",https://www.codechef.com//problems/ELOMAX,528,30.23
"
Barcelona Gameplay Tactics
",https://www.codechef.com//problems/FCBARCA,524,33.64
"
Moving Segments
",https://www.codechef.com//problems/SEGDIR,524,24.03
"
Weird Question
",https://www.codechef.com//problems/WEIRD2,523,37.72
"
Chef and Trip
",https://www.codechef.com//problems/TRIP2,523,16.97
"
Mike and Matrices 
",https://www.codechef.com//problems/MIKE1,522,43.04
"
Compression Algorithm
",https://www.codechef.com//problems/COMPEXP,520,35.45
"
Minimum Popping
",https://www.codechef.com//problems/DEQUEUE,519,30.41
"
Bitwise Tuples
",https://www.codechef.com//problems/BITTUP,519,43.96
"
Best Cake Ever
",https://www.codechef.com//problems/KMXOR,517,23.46
"
Range of Data
",https://www.codechef.com//problems/DRANGE,514,16.6
"
Sereja and ASum
",https://www.codechef.com//problems/LFEB14B,513,38.1
"
Team Split
",https://www.codechef.com//problems/TMSLT,510,18.78
"
Rupsa and Number army
",https://www.codechef.com//problems/RNUM,510,34.61
"
Road Signs
",https://www.codechef.com//problems/RSIGNS,508,25.16
"
Devu and decorating birthday cake
",https://www.codechef.com//problems/REARRSTR,507,29.69
"
Team Name
",https://www.codechef.com//problems/TEAMNAME,505,29.03
"
Average of Pairs
",https://www.codechef.com//problems/AVGPR,504,17.78
"
CAO Stage-1
",https://www.codechef.com//problems/CAOS1,499,44.46
"
Robot Detector
",https://www.codechef.com//problems/UKROBOT,498,24.91
"
Weight of Numbers
",https://www.codechef.com//problems/WGHTNUM,497,20.98
"
Lock-Free Stack
",https://www.codechef.com//problems/LFSTACK,493,17.29
"
Book Exercises
",https://www.codechef.com//problems/BEX,491,14.54
"
Black And White Cells
",https://www.codechef.com//problems/BWCELL,490,46.64
"
Chef and Red Black Tree
",https://www.codechef.com//problems/RBTREE,489,40.24
"
Na2a and lucky stone
",https://www.codechef.com//problems/LCKYST,489,30.3
"
Chef and Card Trick
",https://www.codechef.com//problems/CARDMGK,487,26.38
"
Super Numbers
",https://www.codechef.com//problems/SPRNMBRS,486,36.85
"
Triple Sort
",https://www.codechef.com//problems/TRPLSRT,485,23.63
"
Chef and Sign Sequences
",https://www.codechef.com//problems/CHEFSIGN,482,26.02
"
Bandwidth of a matrix
",https://www.codechef.com//problems/BANDMATR,482,63.29
"
Chef And Magical Path
",https://www.codechef.com//problems/CHEFPATH,481,34.9
"
Chef and Good Subsequences
",https://www.codechef.com//problems/GDSUB,481,25.89
"
Chef and the Feast
",https://www.codechef.com//problems/NEO01,480,23.23
"
Cybalphabit
",https://www.codechef.com//problems/CAB,480,36.08
"
Fill The Matrix
",https://www.codechef.com//problems/FILLMTR,479,28.98
"
String Merging
",https://www.codechef.com//problems/STRMRG,479,27.81
"
Chef and Pick Digit
",https://www.codechef.com//problems/CHEFPDIG,478,43.8
"
Count Substrings
",https://www.codechef.com//problems/SBSTR,476,30.68
"
Make Him Happy
",https://www.codechef.com//problems/TWODOGS,473,21.52
"
Yalalovichik Numbers
",https://www.codechef.com//problems/YVNUM,473,14.93
"
Addition and Multiplication
",https://www.codechef.com//problems/ADDMUL,469,17.76
"
Skyscraper Equilibrium
",https://www.codechef.com//problems/SKYSCR,469,46.21
"
Range AND
",https://www.codechef.com//problems/RGAND,468,12.36
"
C - Mission Gotham
",https://www.codechef.com//problems/GOTHAM,467,27.77
"
Chain of Doughnuts
",https://www.codechef.com//problems/DONUTS,461,21.19
"
Lumpy - The Bus Driver
",https://www.codechef.com//problems/LUMPYBUS,459,20.15
"
Predictopus
",https://www.codechef.com//problems/PREDICT,458,43.01
"
Bread
",https://www.codechef.com//problems/EGBOBRD,457,23.79
"
A Special Tree
",https://www.codechef.com//problems/SPTREE,457,25.95
"
Mighty Friend
",https://www.codechef.com//problems/MTYFRI,455,27.35
"
Pizza or Broccoli 
",https://www.codechef.com//problems/PIBRO,454,26.63
"
Iron, Magnet and Wall
",https://www.codechef.com//problems/FEMA2,454,24.31
"
A Plus B Again!
",https://www.codechef.com//problems/TAAPLUSB,453,43.77
"
Count Substrings
",https://www.codechef.com//problems/STRSUB,453,13.35
"
Cool Guys
",https://www.codechef.com//problems/COOLGUYS,450,24.67
"
Minimize Digitsum
",https://www.codechef.com//problems/MINDSUM,449,35.34
"
Remember the recipe
",https://www.codechef.com//problems/TWSTR,448,39.48
"
Spread the Word
",https://www.codechef.com//problems/SPREAD2,448,24.05
"
Point Grid
",https://www.codechef.com//problems/PGRID1,448,46.62
"
Chef and Ants
",https://www.codechef.com//problems/ANTSCHEF,447,28.53
"
Angry Cyborg
",https://www.codechef.com//problems/AGCY,447,48.69
"
Doom Bakes Cakes
",https://www.codechef.com//problems/CAKEDOOM,445,13.3
"
Tic Tac Toe
",https://www.codechef.com//problems/TCTCTOE,445,24.86
"
Akhil And Random String
",https://www.codechef.com//problems/ASTRING,442,29.41
"
The Theatre Problem
",https://www.codechef.com//problems/THEATRE,442,37.41
"
Destroy Cells
",https://www.codechef.com//problems/DESTCELL,435,25.08
"
Cooking Schedule
",https://www.codechef.com//problems/SCHEDULE,434,19.61
"
K-good Words
",https://www.codechef.com//problems/KGOOD,433,26.24
"
Mathison and the Dynamo shuffle
",https://www.codechef.com//problems/MATDYS,430,36.53
"
Chef and Modulo Game
",https://www.codechef.com//problems/MGAME,430,32.18
"
Physical Exercise
",https://www.codechef.com//problems/PHCUL,430,22
"
Chef and Bitwise Product
",https://www.codechef.com//problems/CHANDF,429,10.05
"
Little Elephant and Alcohol
",https://www.codechef.com//problems/LEALCO,427,42.66
"
Reverse Maximisation
",https://www.codechef.com//problems/REMMAX,427,14.71
"
Chef and Polygons
",https://www.codechef.com//problems/CHPLGNS,426,31.47
"
Buddy NIM
",https://www.codechef.com//problems/BUDDYNIM,425,31.61
"
Calculator 
",https://www.codechef.com//problems/CALC,423,25.56
"
The Biggest Restaurant
",https://www.codechef.com//problems/BIGRES,423,44.71
"
Maximize Letter Beauty
",https://www.codechef.com//problems/MAXBTY,423,22.46
"
Chef and Hills
",https://www.codechef.com//problems/CHILLS,422,38.6
"
Suffix Sort
",https://www.codechef.com//problems/ICM0001,422,31.86
"
War of XORs
",https://www.codechef.com//problems/XORIER,421,20.05
"
Chef and Strange Formula
",https://www.codechef.com//problems/STFM,419,13.32
"
Chef and Happiness
",https://www.codechef.com//problems/CHHAPPY,419,30.43
"
Maximum K Sums
",https://www.codechef.com//problems/KSUM,418,21.9
"
Petersen Graph
",https://www.codechef.com//problems/PETERSEN,416,34.81
"
Triplets
",https://www.codechef.com//problems/SUMQ,416,15.34
"
Bear and Clique Distances
",https://www.codechef.com//problems/CLIQUED,414,23.29
"
Balanced Array
",https://www.codechef.com//problems/COOK82B,414,25.96
"
Igzi and Burly Array
",https://www.codechef.com//problems/BURARRAY,414,19.43
"
Red-blue Trees
",https://www.codechef.com//problems/RBTREES,412,35.07
"
Purify It
",https://www.codechef.com//problems/PRFYIT,411,26.22
"
Markers and Caps
",https://www.codechef.com//problems/MARCAPS,410,29.46
"
Washing Windows
",https://www.codechef.com//problems/APARTS,409,34.5
"
Dibs on Fibs
",https://www.codechef.com//problems/DBFB,407,35.21
"
Ants and Anteaters
",https://www.codechef.com//problems/ANTEATER,407,52.1
"
Chef and math
",https://www.codechef.com//problems/CHEFMATH,405,30.7
"
Sereja and Commands
",https://www.codechef.com//problems/SEACO,404,16.76
"
Blocked websites
",https://www.codechef.com//problems/WSITES01,404,22.07
"
The Evil Professor
",https://www.codechef.com//problems/EVIPRO,404,34.51
"
Prime Game
",https://www.codechef.com//problems/PRIGAME,403,26.26
"
Pairwise union of sets
",https://www.codechef.com//problems/UNIONSET,402,31.28
"
Too Many Candies
",https://www.codechef.com//problems/ICL1903,402,23.38
"
Impressing Chefina
",https://www.codechef.com//problems/CHFIMPRS,400,17.83
"
Tree House
",https://www.codechef.com//problems/THOUSES,400,16.15
"
Oracle Devu and Longest Common Subsequence
",https://www.codechef.com//problems/ORACLCS,399,57.77
"
Square Submatrices
",https://www.codechef.com//problems/SQRSUBMA,399,20.88
"
Even Edges
",https://www.codechef.com//problems/EVEDG,398,27.88
"
Worthy Matrix
",https://www.codechef.com//problems/KAVGMAT,397,22.85
"
Mix Mix Game
",https://www.codechef.com//problems/JAGAM,394,25.96
"
Is It a Snake
",https://www.codechef.com//problems/ISSNAKE,393,25.53
"
Binary XOR
",https://www.codechef.com//problems/BINXOR,393,18.14
"
Coronavirus Spread 2
",https://www.codechef.com//problems/COVID19B,393,28.71
"
Chef and Sorting
",https://www.codechef.com//problems/CHEFSORT,393,31.74
"
Xor It
",https://www.codechef.com//problems/XORIT,392,41.09
"
Count Sequences
",https://www.codechef.com//problems/CSEQ,391,18.45
"
Chef goes Left Right Left
",https://www.codechef.com//problems/CLRL,391,43.14
"
Art of Balance
",https://www.codechef.com//problems/ARTBALAN,390,29.01
"
Sum of pairs
",https://www.codechef.com//problems/PAIRSUM,387,15.89
"
Chef and Ridges
",https://www.codechef.com//problems/PRDRG,387,29.67
"
Strategy for the World Cup
",https://www.codechef.com//problems/WORLDCUP,386,27.72
"
Choosing from Buckets
",https://www.codechef.com//problems/BUCKETS,386,50
"
Addition
",https://www.codechef.com//problems/BINADD,385,17.04
"
Superheroes and villains
",https://www.codechef.com//problems/SUPVIL,384,27.5
"
Chef And Special Dishes
",https://www.codechef.com//problems/CHEFSPL,380,17.21
"
Binary Shuffle
",https://www.codechef.com//problems/BINSHFFL,379,27.41
"
Chef and Friends
",https://www.codechef.com//problems/CHFNFRN,378,29.53
"
Infinite OR Game
",https://www.codechef.com//problems/LIKECS03,378,45.23
"
Chef and Minimum Colouring
",https://www.codechef.com//problems/CAMC,378,27.41
"
Mex Subsequence
",https://www.codechef.com//problems/MEXSUB,378,37.33
"
Sridhar Likes Travelling
",https://www.codechef.com//problems/TOURMAP,377,26.63
"
GukiZ and Candies
",https://www.codechef.com//problems/GUZAC,377,20.35
"
Rupsa and Equilateral Triangle
",https://www.codechef.com//problems/ADTRI,376,18.79
"
Paparazzi Gennady
",https://www.codechef.com//problems/PAPARAZI,376,34.87
"
Malvika conducts a Programming Camp
",https://www.codechef.com//problems/CHN05,375,34.4
"
Forgot Password
",https://www.codechef.com//problems/FORGETPW,374,19.86
"
Lyra and the Alethiometer
",https://www.codechef.com//problems/ALETHIO,373,23.94
"
Rectangular Queries
",https://www.codechef.com//problems/RECTQUER,373,37.03
"
How to Repaint a Fence
",https://www.codechef.com//problems/STRBIT,371,33.82
"
Chef And The Patents
",https://www.codechef.com//problems/CHEFPTNT,371,27.62
"
Tree Product
",https://www.codechef.com//problems/TPRODUCT,370,16.8
"
Partition the numbers
",https://www.codechef.com//problems/PRTITION,369,19
"
Even Sequence
",https://www.codechef.com//problems/EVSTR,367,40.41
"
The Largest Bouquet
",https://www.codechef.com//problems/BOUQUET,364,29.19
"
Reservior
",https://www.codechef.com//problems/RESERVOI,364,27.89
"
Chef and Big Soccer
",https://www.codechef.com//problems/CHEFSOC2,363,35.62
"
Bear and House Queries
",https://www.codechef.com//problems/QHOUSE,363,21.93
"
Construct Array
",https://www.codechef.com//problems/CARR,363,14.34
"
Chef Goes Through Segments
",https://www.codechef.com//problems/GERALD03,358,35.74
"
Car-pal Tunnel
",https://www.codechef.com//problems/CARPTUN,358,35.53
"
Periodic Palindrome Construction
",https://www.codechef.com//problems/PERPALIN,356,46.24
"
Shortest Route
",https://www.codechef.com//problems/SHROUTE,356,27.67
"
Chef and A Large Permutation
",https://www.codechef.com//problems/CLPERM,354,17.93
"
Bear and Row 01
",https://www.codechef.com//problems/ROWSOLD,354,43.35
"
Garden Game
",https://www.codechef.com//problems/SGARDEN,352,18.02
"
Online Chess
",https://www.codechef.com//problems/ONCHESS,352,43.2
"
Remy paints the fence
",https://www.codechef.com//problems/FATCHEF,350,24.13
"
Yet Another Cute Girl
",https://www.codechef.com//problems/PRETNUM,350,15.98
"
Churu and lost string
",https://www.codechef.com//problems/CLOST,350,19.17
"
Chef and cakes
",https://www.codechef.com//problems/EGRCAKE,348,24.08
"
Ciel and New Menu
",https://www.codechef.com//problems/CIEL8STR,342,19.73
"
Chefland and Electricity
",https://www.codechef.com//problems/CHEFELEC,339,23.47
"
Minion AND Range
",https://www.codechef.com//problems/MINIAND,339,30.82
"
Lasers Everywhere
",https://www.codechef.com//problems/LAZER,339,21.86
"
Word Stem
",https://www.codechef.com//problems/STEM,337,37.19
"
Chef And Binary Operation
",https://www.codechef.com//problems/BINOP,337,43.02
"
Game with numbers
",https://www.codechef.com//problems/GAMENUMB,336,18.31
"
Binary String MEX
",https://www.codechef.com//problems/MEXSTR,335,25.99
"
Stacking Pancakes
",https://www.codechef.com//problems/PANSTACK,334,24.73
"
Devu and binary String
",https://www.codechef.com//problems/DEVSTR,334,18.91
"
Witua and Math
",https://www.codechef.com//problems/WITMATH,331,28.41
"
Forces in the crystal
",https://www.codechef.com//problems/HX,330,69.88
"
A String Game
",https://www.codechef.com//problems/ASTRGAME,330,18.37
"
Operations on a Tuple
",https://www.codechef.com//problems/TTUPLE,326,19.17
"
Ciel and Tomya
",https://www.codechef.com//problems/CIELTOMY,324,31.76
"
Chef and Mover
",https://www.codechef.com//problems/CHEFMOVR,324,20.06
"
Bear and Species
",https://www.codechef.com//problems/SPECIES,324,23.93
"
Chef and The Divisibility Queries
",https://www.codechef.com//problems/DIVQUERY,322,29.32
"
Chef and squares
",https://www.codechef.com//problems/CHSQR,322,48.29
"
Students, heights and their IQs
",https://www.codechef.com//problems/CCBTS04,322,38.68
"
Chef and Escaping from the Labyrinth
",https://www.codechef.com//problems/L56LABY,320,20.47
"
Manhattan Rectangle
",https://www.codechef.com//problems/MANRECT,317,32.48
"
Churu and Balls
",https://www.codechef.com//problems/CBALLS,316,23.17
"
Lent Money
",https://www.codechef.com//problems/LENTMO,316,23.44
"
Circular Merging
",https://www.codechef.com//problems/CIRMERGE,316,21.33
"
Help Watson Escape
",https://www.codechef.com//problems/BIPIN3,314,25.87
"
Chef and Ingredients
",https://www.codechef.com//problems/CHFING,314,13.21
"
Chef and Segment Game
",https://www.codechef.com//problems/CHEFSEG,313,36.97
"
Count Permutations
",https://www.codechef.com//problems/CPERM,313,36.11
"
Chef and Sorting
",https://www.codechef.com//problems/PCJ18E,313,46.99
"
Penalty Shoot-out
",https://www.codechef.com//problems/CPLAY,312,28.24
"
Chef and Rainbow Array - 2
",https://www.codechef.com//problems/RAINBOWB,311,28.92
"
Puppy and Board
",https://www.codechef.com//problems/TUZGMBR,310,41.84
"
Prime divisors
",https://www.codechef.com//problems/PRMDIV,308,16.26
"
Paint the Wall
",https://www.codechef.com//problems/PNTWLL,308,38.85
"
Save The Princess
",https://www.codechef.com//problems/SHIRO,307,37.55
"
Devu and his mouse Jerry
",https://www.codechef.com//problems/DEVJERRY,306,36.98
"
Is This JEE
",https://www.codechef.com//problems/ICM2003,305,27.19
"
Chef and Sub Array 
",https://www.codechef.com//problems/CHEFSUBA,304,12
"
Signature
",https://www.codechef.com//problems/SIGNTURE,304,46.62
"
Most Frequent Element
",https://www.codechef.com//problems/MFREQ,303,14.21
"
Chairs
",https://www.codechef.com//problems/CHAIRS,303,34.96
"
Guess the Prime!
",https://www.codechef.com//problems/GUESSPRM,302,20.34
"
Maximum Subsequence Sum
",https://www.codechef.com//problems/CYCLCSUM,301,25.62
"
Empire Business 
",https://www.codechef.com//problems/SOLDVAL,301,44.19
"
Fake Binary Search
",https://www.codechef.com//problems/FAKEBS,299,17.96
"
Three is Crowd
",https://www.codechef.com//problems/CROWD,298,15.56
"
Chef and Bracket-Pairs
",https://www.codechef.com//problems/CHEFBR,298,40.53
"
Longest non regular parentheses sub-sequence
",https://www.codechef.com//problems/ANKPAREN,298,25.02
"
Spheres
",https://www.codechef.com//problems/KSPHERES,298,23.9
"
Tourists in Mancunia
",https://www.codechef.com//problems/TOURISTS,298,16.81
"
Minimum SubArray
",https://www.codechef.com//problems/MINSUBAR,298,15.12
"
Yet Again a Subarray Problem
",https://www.codechef.com//problems/SUBPRNJL,296,19.98
"
Bear and Shop Trip
",https://www.codechef.com//problems/SHOPTRIP,295,50
"
Capturing Bird in A Camera
",https://www.codechef.com//problems/CAPTBIRD,295,39.42
"
Escape the Tree 
",https://www.codechef.com//problems/ESCTRE,295,35.19
"
Find XOR
",https://www.codechef.com//problems/FINXOR,295,22.99
"
A New Number System
",https://www.codechef.com//problems/ACMKANPD,293,26.87
"
Colliding Balls
",https://www.codechef.com//problems/BALLCOL,293,39.24
"
Tower Counting
",https://www.codechef.com//problems/TOWCNT,292,17.2
"
Count palindromes
",https://www.codechef.com//problems/COUNTPAL,291,37.02
"
The New Scheme
",https://www.codechef.com//problems/NEWSCH,289,42.86
"
Count Good Prefixes
",https://www.codechef.com//problems/GOODPREF,288,19.71
"
Ready Bitwise
",https://www.codechef.com//problems/REBIT,285,36.13
"
Chef and Subarrays
",https://www.codechef.com//problems/CHEFARRB,284,26.26
"
Magic School
",https://www.codechef.com//problems/CNTFAIL,284,20.99
"
Chef and Piano Scales
",https://www.codechef.com//problems/PIANO1,283,54.09
"
Helping Hands
",https://www.codechef.com//problems/HELPHAND,283,26.5
"
Rational Numbers
",https://www.codechef.com//problems/SNCK04,281,17.45
"
Not Too Colourful
",https://www.codechef.com//problems/NTCOL,281,42.2
"
Dish Of Life
",https://www.codechef.com//problems/DISHLIFE,280,18.37
"
Where to Build the Roads
",https://www.codechef.com//problems/WTBTR,280,26.13
"
Chefina and Ranges
",https://www.codechef.com//problems/CHFRAN,280,28.77
"
Count Periodic Numbers
",https://www.codechef.com//problems/PERIODCN,278,47.45
"
Chef Designed a Network
",https://www.codechef.com//problems/CHEFK1,278,21.14
"
A Weird Device
",https://www.codechef.com//problems/ICL1901,276,59.04
"
Uniform
",https://www.codechef.com//problems/UNICOLOR,276,21.24
"
Chef and calculation
",https://www.codechef.com//problems/RESCALC,275,22.08
"
Rainbow Graph
",https://www.codechef.com//problems/RAINBOW,274,46.69
"
Bathwater
",https://www.codechef.com//problems/CLBATH,273,23.3
"
Tennis Tournament
",https://www.codechef.com//problems/EXUNB,273,46.71
"
Counting Graphs
",https://www.codechef.com//problems/CNTGRP,272,16.42
"
Palindromic Numbers
",https://www.codechef.com//problems/K2,271,8.1
"
Bank robbery
",https://www.codechef.com//problems/BANROB,271,34.38
"
Chef and String
",https://www.codechef.com//problems/CHSTR,270,10.47
"
Problem Sort
",https://www.codechef.com//problems/PROBLEMS,270,35.5
"
KGP Summers
",https://www.codechef.com//problems/NI02,269,33.55
"
Consecutive Snakes
",https://www.codechef.com//problems/CONSESNK,269,26.17
"
No Minimum No Maximum
",https://www.codechef.com//problems/NMNMX,269,19.42
"
Greg and Grid
",https://www.codechef.com//problems/GREG,269,52.56
"
Graph on an Array
",https://www.codechef.com//problems/ARRGRAPH,268,24.24
"
Aditi and Magic Trick
",https://www.codechef.com//problems/ADMAG,267,31.09
"
Sherlock and the Ugly Flower
",https://www.codechef.com//problems/UGLYF,267,32.45
"
Query over Matrix
",https://www.codechef.com//problems/QMAXTRIX,266,31.36
"
Delete a Subarray
",https://www.codechef.com//problems/DELARRAY,266,22.79
"
Snakes and their coup against The mongoose
",https://www.codechef.com//problems/SNCOUP,264,28.01
"
A-B Game
",https://www.codechef.com//problems/ABGAME,264,28.82
"
Searching for a Biclique
",https://www.codechef.com//problems/BICLIQUE,264,31.09
"
Make A Square
",https://www.codechef.com//problems/MKSQR,263,34.68
